number,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,body_type,mileage,engine,max_power,seats
6601,Hyundai Verna 1.6 CRDI,2013,500000,80000,Diesel,Individual,Manual,Second Owner,MUV/SUV,22.32,1582,237,5
6602,Tata Indica V2 DLE BSII,2009,45000,100000,Diesel,Individual,Manual,Second Owner,Convertible,17.2,1396,163,5
6603,Renault KWID RXT,2017,270000,50000,Petrol,Individual,Manual,First Owner,Coupe,25.17,799,58,5
6604,Hyundai i20 Active 1.2 S,2017,550000,40000,Petrol,Individual,Manual,First Owner,Coupe,17.19,1197,138,5
6605,Renault KWID 1.0 RXT Optional,2016,235000,60000,Petrol,Individual,Manual,First Owner,Wagon,23.01,999,105,5
6606,Hyundai i20 1.2 Spotz,2018,600000,40000,Petrol,Individual,Manual,First Owner,MUV/SUV,18.6,1197,100,5
6607,Honda Jazz 1.5 VX i DTEC,2015,525000,60000,Diesel,Individual,Manual,First Owner,Convertible,27.3,1498,186,5
6608,Maruti Swift VDI,2012,325000,90000,Diesel,Individual,Manual,First Owner,Convertible,22.9,1248,166,5
6609,Maruti Swift Dzire ZDI,2014,420000,90000,Diesel,Individual,Manual,First Owner,Van,23.4,1248,198,5
6610,Maruti Alto K10 LXI,2014,229999,60000,Petrol,Individual,Manual,Second Owner,Hatchback,20.92,998,139,5
6611,Maruti Swift Dzire ZDI,2013,375000,80000,Diesel,Individual,Manual,Fourth & Above Owner,MUV/SUV,23.4,1248,134,5
6612,Mahindra Scorpio VLX 2WD BSIV,2012,750000,120000,Diesel,Individual,Manual,First Owner,Jeep,12.05,2179,307,8
6613,Tata Tiago 1.2 Revotron XZ,2018,400000,40000,Petrol,Individual,Manual,First Owner,Van,23.84,1199,112,5
6614,Mahindra XUV500 W6 2WD,2013,600000,91000,Diesel,Individual,Manual,First Owner,Convertible,15.1,2179,328,7
6615,Hyundai Santro Xing XK eRLX Euro II,2008,110000,80000,Petrol,Individual,Manual,Third Owner,Coupe,17.8,1086,103,5
6616,Maruti 800 AC,2007,45000,73257,Petrol,Individual,Manual,First Owner,Coupe,16.1,796,56,4
6617,Tata Tiago 2019-2020 XZ,2020,500000,15000,Petrol,Individual,Manual,First Owner,Convertible,23.84,1199,100,5
6618,Hyundai Verna CRDi SX ABS,2007,250000,110000,Diesel,Individual,Manual,Second Owner,Wagon,18.1,1493,134,5
6619,Skoda Rapid 1.5 TDI Ambition BSIV,2018,950000,40000,Diesel,Individual,Manual,First Owner,Jeep,21.13,1498,163,5
6620,Nissan Sunny Diesel XV,2013,375000,212000,Diesel,Individual,Manual,First Owner,Wagon,21.64,1461,157,5
6621,Maruti Swift Dzire ZDI,2018,780000,30000,Diesel,Individual,Manual,First Owner,Van,28.4,1248,130,5
6622,Hyundai Santro Asta BSIV,2018,575000,30000,Petrol,Individual,Manual,First Owner,Convertible,20.3,1086,107,5
6623,Hyundai i20 1.2 Spotz,2017,563000,30000,Petrol,Individual,Manual,Second Owner,Jeep,18.6,1197,151,5
6624,Tata Tiago 1.2 Revotron XZ,2017,450000,15000,Petrol,Individual,Manual,First Owner,Sedan,23.84,1199,108,5
6625,Toyota Innova Crysta 2.4 ZX AT,2020,2300000,1000,Diesel,Individual,Automatic,First Owner,Sedan,13.68,2393,299,7
6626,Maruti 800 AC,1999,80000,26320,Petrol,Individual,Manual,First Owner,Coupe,16.1,796,58,4
6627,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,320000,135000,Diesel,Individual,Manual,Second Owner,MUV/SUV,23,1396,201,5
6628,Honda Civic 1.8 V MT,2008,375000,100000,Petrol,Individual,Manual,Third Owner,Convertible,13.5,1799,174,5
6629,Maruti Eeco 5 Seater AC BSIV,2017,400000,120000,Petrol,Individual,Manual,First Owner,Sedan,15.37,1196,151,5
6630,Mahindra Xylo E8 ABS Airbag,2011,600000,230000,Diesel,Individual,Manual,First Owner,MUV/SUV,14,2498,290,7
6631,Renault KWID 1.0 RXT Optional,2016,315000,60000,Petrol,Individual,Manual,Second Owner,Van,23.01,999,122,5
6632,BMW 3 Series 320d Highline,2012,1100000,80000,Diesel,Individual,Automatic,Second Owner,Van,16.07,1995,204,5
6633,Maruti Swift Dzire VDi,2010,350000,190000,Diesel,Individual,Manual,Second Owner,Jeep,19.3,1248,193,5
6634,Maruti Eeco 5 Seater AC BSIV,2016,375000,120000,Petrol,Individual,Manual,First Owner,Jeep,15.37,1196,116,5
6635,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,1050000,217000,Diesel,Individual,Manual,Second Owner,Coupe,12.99,2494,312,8
6636,Ford Ikon 1.8 D,2005,130000,90000,Diesel,Individual,Manual,Third Owner,Coupe,19.41878336,1458,155,7
6637,Maruti Celerio VXI,2015,350000,29000,Petrol,Individual,Manual,First Owner,Hatchback,23.1,998,109,5
6638,Hyundai Santro Xing GL CNG,2011,170000,120000,CNG,Individual,Manual,Fourth & Above Owner,Wagon,19.41878336,1458,168,7
6639,Maruti Wagon R LX Minor,2010,120000,120000,Petrol,Individual,Manual,Third Owner,MUV/SUV,18.9,1061,103,5
6640,Mahindra XUV500 W6 2WD,2015,819999,90000,Diesel,Individual,Manual,First Owner,Sedan,16,2179,323,7
6641,Hyundai i20 1.2 Asta Option,2018,700000,30000,Petrol,Individual,Manual,First Owner,Van,18.6,1197,113,5
6642,Maruti Celerio ZXI Optional AMT BSIV,2018,451999,30000,Petrol,Individual,Automatic,Second Owner,Sedan,23.1,998,98,5
6643,Hyundai Grand i10 Magna,2016,500000,56000,Petrol,Individual,Manual,Third Owner,Coupe,18.9,1197,104,5
6644,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,1250000,90000,Diesel,Individual,Manual,First Owner,Jeep,12.99,2494,292,8
6645,Mahindra TUV 300 T8,2015,500000,120000,Diesel,Individual,Manual,First Owner,Sedan,18.49,1493,139,7
6646,Maruti Swift VDI BSIV,2015,490000,60000,Diesel,Individual,Manual,First Owner,Jeep,25.2,1248,194,5
6647,Maruti Swift Dzire ZDi,2008,200000,147000,Diesel,Individual,Manual,Second Owner,Hatchback,19.3,1248,197,5
6648,Maruti Wagon R VXI BSIII,2012,240000,35000,Petrol,Individual,Manual,First Owner,Jeep,18.9,998,110,5
6649,Hyundai i20 1.2 Spotz,2018,655000,19500,Petrol,Individual,Manual,First Owner,Sedan,18.6,1197,122,5
6650,Hyundai i20 Active 1.2 SX,2018,620000,38426,Petrol,Individual,Manual,First Owner,Jeep,17.19,1197,129,5
6651,Maruti Swift VXI Windsong Limited edition,2015,450000,35000,Petrol,Individual,Manual,Second Owner,Jeep,20.4,1197,128,5
6652,Maruti Wagon R LXI BS IV,2014,310000,35000,Petrol,Individual,Manual,Second Owner,Van,20.51,998,126,5
6653,Maruti Alto LXi,2007,150000,50000,Petrol,Individual,Manual,Third Owner,Convertible,19.7,796,59,5
6654,Chevrolet Beat Diesel LT,2012,180000,120000,Diesel,Individual,Manual,First Owner,Jeep,25.44,936,138,5
6655,Tata Indica Vista TDI LS,2011,150000,120000,Diesel,Individual,Manual,First Owner,Convertible,19.4,1405,167,5
6656,Ford Figo Diesel EXI,2011,160000,112000,Diesel,Individual,Manual,Second Owner,Wagon,20,1399,159,5
6657,Mahindra Scorpio EX,2013,600000,70000,Diesel,Individual,Manual,Third Owner,Convertible,14,2523,332,8
6658,Skoda Rapid 1.6 TDI Ambition Plus Alloy,2012,380000,145000,Diesel,Individual,Manual,First Owner,Sedan,20.5,1598,177,5
6659,Tata Indigo LX,2007,120000,135000,Diesel,Individual,Manual,First Owner,Van,17,1405,152,5
6660,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2011,350000,500000,Diesel,Individual,Manual,Second Owner,Sedan,12.99,2494,338,7
6661,Tata Indigo TDI,2012,135000,146000,Diesel,Individual,Manual,First Owner,Hatchback,19.61,1405,166,5
6662,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,610000,10000,Petrol,Individual,Manual,First Owner,Sedan,18.9,1197,146,5
6663,Volkswagen Polo 1.5 TDI Comfortline,2020,260000,50000,Diesel,Individual,Manual,First Owner,Coupe,20.14,1498,146,5
6664,Hyundai Xcent 1.2 VTVT S,2017,500000,25000,Petrol,Individual,Manual,First Owner,Coupe,20.14,1197,113,5
6665,Renault KWID 1.0,2016,220000,20000,Petrol,Individual,Manual,First Owner,MUV/SUV,23.01,999,109,5
6666,Honda Civic 1.8 S MT,2006,121000,70000,Petrol,Individual,Manual,Second Owner,Convertible,13.5,1799,199,5
6667,Tata Indigo CS eLX BS IV,2017,350000,50000,Diesel,Individual,Manual,First Owner,Convertible,25,1396,141,5
6668,Audi Q3 35 TDI Quattro Technology,2018,2200000,25000,Diesel,Individual,Automatic,Second Owner,Sedan,15.17,1968,249,5
6669,Hyundai i20 1.4 CRDi Asta,2011,280000,100000,Diesel,Individual,Manual,Second Owner,Jeep,23,1396,156,5
6670,Tata Nexon 1.2 Revotron XZ Plus,2020,919999,20000,Petrol,Individual,Manual,First Owner,Sedan,17,1198,121,5
6671,Hyundai i20 1.4 CRDi Asta,2011,320000,155000,Diesel,Individual,Manual,First Owner,Wagon,23,1396,151,5
6672,Ford Figo Diesel LXI,2012,140000,70000,Diesel,Individual,Manual,Fourth & Above Owner,Convertible,20,1399,185,5
6673,Maruti SX4 VDI,2012,310000,25000,Diesel,Individual,Manual,Second Owner,MUV/SUV,21.5,1248,145,5
6674,Maruti 800 EX 5 Speed,2006,65000,120000,Petrol,Individual,Manual,Second Owner,Sedan,16.1,796,53,4
6675,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,300000,90000,Diesel,Individual,Manual,First Owner,Convertible,18.2,1248,129,7
6676,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,Jeep,13.6,1999,273,5
6677,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Van,22.37,2487,270,5
6678,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Convertible,19.33,1999,295,5
6679,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,MUV/SUV,14.1,2179,287,7
6680,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Sedan,18,1969,205,5
6681,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,MUV/SUV,19.16,2494,325,5
6682,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Coupe,21.79,998,108,5
6683,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Convertible,27.39,1248,134,5
6684,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Coupe,18.2,1199,103,5
6685,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Van,12.99,2494,331,7
6686,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,MUV/SUV,22,1197,123,5
6687,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,Coupe,16.78,1496,180,5
6688,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Sedan,22,1197,124,5
6689,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Sedan,24,1186,132,5
6690,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,Sedan,16.78,1995,232,5
6691,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,Coupe,16.78,1995,208,5
6692,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Wagon,19,1199,103,5
6693,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,Van,14.3,1598,217,5
6694,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Sedan,16.8,1984,218,5
6695,Mahindra XUV500 W8 2WD,2011,575000,110000,Diesel,Individual,Manual,Second Owner,Jeep,15.1,2179,324,7
6696,Tata Xenon XT EX 4X2,2014,440000,110000,Diesel,Individual,Manual,Second Owner,Van,13.49,2179,308,5
6697,Maruti Swift VDI,2012,380000,100000,Diesel,Individual,Manual,Second Owner,Convertible,22.9,1248,185,5
6698,Tata Manza Aura (ABS) Safire,2010,140000,116700,Petrol,Individual,Manual,Fourth & Above Owner,Jeep,15,1368,148,5
6699,Tata Zest Quadrajet 1.3 75PS XE,2015,475000,25000,Diesel,Individual,Manual,First Owner,Convertible,22.95,1248,188,5
6700,Mahindra Xylo D2,2011,200000,200000,Diesel,Individual,Manual,Third Owner,Coupe,13,2489,287,8
6701,Maruti Swift Ldi BSIV,2010,400000,176062,Diesel,Individual,Manual,First Owner,MUV/SUV,17.8,1248,159,5
6702,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,425000,250000,Diesel,Individual,Manual,Third Owner,Coupe,12.8,2494,326,8
6703,Hyundai Santro LP zipPlus,2003,68000,70000,Petrol,Individual,Manual,Second Owner,Wagon,19.41878336,1458,177,7
6704,Honda Amaze Anniversary Edition,2015,509999,82000,Diesel,Individual,Manual,First Owner,Wagon,25.8,1498,130,5
6705,Hyundai i10 Era 1.1 iTech SE,2010,275000,80000,Petrol,Individual,Manual,First Owner,Sedan,19.81,1086,104,5
6706,Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,650000,40000,Diesel,Individual,Manual,Second Owner,Convertible,18.2,1248,197,7
6707,Jeep Compass 2.0 Longitude Option BSIV,2019,1850000,14000,Diesel,Individual,Manual,First Owner,MUV/SUV,17.1,1956,199,5
6708,Renault Duster 4x4,2014,650000,129000,Diesel,Individual,Manual,First Owner,Coupe,19.72,1461,148,5
6709,Fiat Punto EVO 1.3 Emotion,2016,360000,60000,Diesel,Individual,Manual,Second Owner,Wagon,20.5,1248,155,5
6710,Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018,650000,82000,Diesel,Individual,Automatic,First Owner,Hatchback,21.73,1498,133,5
6711,Land Rover Range Rover Evoque 2.2L Pure,2013,2000000,77500,Diesel,Individual,Automatic,Third Owner,Van,12.7,2179,335,5
6712,Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,675000,50000,Diesel,Individual,Manual,Second Owner,Coupe,18.2,1248,151,7
6713,Maruti 800 AC,2006,50000,40000,Petrol,Individual,Manual,Third Owner,Coupe,16.1,796,54,4
6714,Maruti Wagon R VXI Opt 1.2,2017,445000,39500,Petrol,Individual,Manual,First Owner,MUV/SUV,20.52,1197,139,5
6715,Hyundai Elite i20 Sportz Plus Diesel,2018,750000,40000,Diesel,Individual,Manual,First Owner,Wagon,22.54,1396,173,5
6716,Maruti Swift VDI,2012,425000,56000,Diesel,Individual,Manual,Second Owner,Sedan,22.9,1248,170,5
6717,Peugeot 309 GLD,1997,57000,110000,Diesel,Individual,Manual,Third Owner,Wagon,19.41878336,1458,180,7
6718,Hyundai i20 1.4 Asta Option,2017,850000,54000,Diesel,Individual,Manual,First Owner,Wagon,22.54,1396,190,5
6719,Maruti Wagon R VXI BS IV,2016,400000,20000,Petrol,Individual,Manual,Second Owner,Wagon,20.51,998,116,5
6720,Tata Indica V2 eLX,2014,200000,55896,Diesel,Individual,Manual,Second Owner,Hatchback,25,1396,144,5
6721,Honda Amaze SX i-DTEC,2016,550000,35000,Diesel,Individual,Manual,First Owner,Coupe,25.8,1498,188,5
6722,Honda Brio V MT,2012,250000,97000,Petrol,Individual,Manual,Second Owner,Sedan,19.4,1198,99,5
6723,Maruti Alto 800 LXI,2014,206000,120000,Petrol,Individual,Manual,Second Owner,Jeep,22.74,796,55,5
6724,Hyundai EON Magna Plus,2014,290000,50000,Petrol,Individual,Manual,First Owner,MUV/SUV,21.1,814,94,5
6725,Tata Nano Lx BSIV,2010,45000,30400,Petrol,Individual,Manual,Fourth & Above Owner,Convertible,26,624,50,4
6726,Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,15000,Diesel,Individual,Manual,First Owner,Sedan,20,1497,165,5
6727,Nissan Sunny Diesel XL,2012,220000,110000,Diesel,Individual,Manual,Third Owner,Sedan,21.64,1461,201,5
6728,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,515000,120000,Diesel,Individual,Automatic,Second Owner,Van,14.84,2143,291,5
6729,Maruti Alto LX,2010,170000,100000,Petrol,Individual,Manual,First Owner,Coupe,19.7,796,57,5
6730,Maruti Swift Vdi BSIII,2010,260000,120000,Diesel,Individual,Manual,Second Owner,MUV/SUV,17.8,1248,152,5
6731,Volkswagen Vento Diesel Highline,2012,315000,130000,Diesel,Individual,Manual,Second Owner,Wagon,20.54,1598,209,5
6732,Maruti Alto K10 2010-2014 VXI,2011,225000,76000,Petrol,Individual,Manual,Second Owner,Hatchback,20.92,998,118,5
6733,Volkswagen Jetta 2.0L TDI Comfortline,2012,420000,110000,Diesel,Individual,Manual,Third Owner,Wagon,19.33,1968,241,5
6734,Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011,525000,96000,Diesel,Individual,Manual,First Owner,Coupe,12.05,2179,334,8
6735,Maruti Swift AMT ZDI,2018,670000,90000,Diesel,Individual,Automatic,First Owner,Jeep,28.4,1248,166,5
6736,Nissan Sunny Diesel XL,2012,220000,110000,Diesel,Individual,Manual,Third Owner,Wagon,21.64,1461,140,5
6737,Ford Figo Diesel Celebration Edition,2013,250000,25000,Diesel,Individual,Manual,First Owner,Convertible,20,1399,138,5
6738,Maruti Swift Dzire VDi,2009,229999,90000,Diesel,Individual,Manual,Second Owner,Van,19.3,1248,171,5
6739,Maruti Swift Dzire VDi,2009,229999,164000,Diesel,Individual,Manual,Second Owner,Convertible,19.3,1248,186,5
6740,Honda Amaze EX i-Vtech,2013,300000,120000,Petrol,Individual,Manual,Second Owner,Sedan,18,1198,109,5
6741,Maruti A-Star Vxi,2010,165000,66000,Petrol,Individual,Manual,Second Owner,Sedan,19,998,139,5
6742,Tata New Safari DICOR 2.2 EX 4x4 BS IV,2010,295000,250000,Diesel,Individual,Manual,First Owner,MUV/SUV,13.93,2179,338,7
6743,Hyundai Verna 1.6 CRDI,2011,360000,157000,Diesel,Individual,Manual,Second Owner,Hatchback,22.32,1582,209,5
6744,Hyundai Verna 1.6 CRDI,2011,380000,157000,Diesel,Individual,Manual,Second Owner,MUV/SUV,22.32,1582,227,5
6745,Renault KWID 1.0 RXT 02 Anniversary Edition,2017,300000,35000,Petrol,Individual,Manual,First Owner,Sedan,23.01,999,135,5
6746,Mahindra Scorpio 2.6 Turbo 9 Str,2008,320000,100000,Diesel,Individual,Manual,Second Owner,Convertible,12.7,2609,348,9
6747,Datsun GO Plus T BSIV,2016,325000,70000,Petrol,Individual,Manual,Second Owner,Jeep,19.44,1198,126,7
6748,Tata Manza Aqua Quadrajet BS IV,2010,160000,30000,Diesel,Individual,Manual,Second Owner,Wagon,21.12,1248,156,5
6749,Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Individual,Manual,First Owner,Hatchback,16.5,1493,177,7
6750,Maruti Swift VXI,2020,600000,5000,Petrol,Individual,Manual,First Owner,Coupe,21.21,1197,145,5
6751,Maruti Alto 800 VXI,2014,229999,30000,Petrol,Individual,Manual,Second Owner,Hatchback,22.74,796,58,5
6752,Maruti Swift ZDi,2014,440000,70000,Diesel,Individual,Manual,Second Owner,Coupe,22.9,1248,144,5
6753,Chevrolet Spark 1.0 LT,2007,90000,60000,Petrol,Individual,Manual,Second Owner,Van,18,995,111,5
6754,Maruti Ciaz VDI SHVS,2017,750000,60000,Diesel,Individual,Manual,First Owner,Hatchback,28.09,1248,193,5
6755,Honda City V MT,2012,330000,80000,Petrol,Individual,Manual,Second Owner,Convertible,16.8,1497,148,5
6756,Maruti Ciaz ZDi Plus SHVS,2016,715000,70000,Diesel,Individual,Manual,Second Owner,Sedan,28.09,1248,143,5
6757,Skoda Fabia 1.2 TDI Active Plus,2013,250000,150000,Diesel,Individual,Manual,Second Owner,MUV/SUV,20.86,1199,149,5
6758,Maruti Zen Estilo 1.1 LX BSIII,2007,120000,150000,Petrol,Individual,Manual,Second Owner,Coupe,18.2,1061,133,5
6759,Ford Ikon 1.6 Nxt,2004,100000,25000,Petrol,Individual,Manual,Third Owner,Hatchback,14.2,1597,236,5
6760,Skoda Rapid 1.5 TDI AT Style BSIV,2017,850000,35000,Diesel,Individual,Automatic,Second Owner,Coupe,21.72,1498,130,5
6761,Hyundai Xcent 1.2 CRDi E Plus,2018,450000,48000,Diesel,Individual,Manual,First Owner,Wagon,25.4,1186,145,5
6762,Volkswagen Polo Diesel Trendline 1.2L,2012,240000,200000,Diesel,Individual,Manual,First Owner,Convertible,22.07,1199,103,5
6763,Hyundai Santro GLS I - Euro I,2000,30000,90000,Petrol,Individual,Manual,Third Owner,Sedan,19.41878336,1458,137,7
6764,Maruti Swift Dzire VDI,2015,600000,135000,Diesel,Individual,Manual,First Owner,Convertible,26.59,1248,136,5
6765,Chevrolet Enjoy 1.3 TCDi LS 7,2016,280000,110000,Diesel,Individual,Manual,Second Owner,Coupe,18.2,1248,190,7
6766,Hyundai Verna 1.6 SX,2012,465000,146000,Diesel,Individual,Manual,Second Owner,Coupe,22.32,1582,163,5
6767,Maruti Alto 800 LXI,2018,350000,44000,Petrol,Individual,Manual,First Owner,Jeep,24.7,796,58,5
6768,Hyundai i10 Magna 1.2 iTech SE,2013,325000,70000,Petrol,Individual,Manual,First Owner,Convertible,20.36,1197,132,5
6769,Tata Indica V2 DLS TC,2004,50000,271000,Diesel,Individual,Manual,First Owner,Jeep,16.8,1405,159,5
6770,Maruti Alto LXi BSIII,2006,110000,120000,Petrol,Individual,Manual,Third Owner,Coupe,19.7,796,57,5
6771,Tata Indigo eCS LX BSIV,2013,220000,80000,Diesel,Individual,Manual,First Owner,MUV/SUV,23.03,1396,131,5
6772,Mahindra Bolero 2011-2019 SLE BSIII,2015,515000,60000,Diesel,Individual,Manual,First Owner,MUV/SUV,15.96,2523,355,7
6773,Maruti Ciaz 1.4 Sigma,2018,750000,40000,Petrol,Individual,Manual,First Owner,MUV/SUV,20.73,1373,162,5
6774,Hyundai EON Sportz,2018,350000,25000,Petrol,Individual,Manual,First Owner,Van,21.1,814,66,5
6775,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,488999,15000,Petrol,Individual,Manual,First Owner,Van,18.9,1197,147,5
6776,Maruti Alto 800 LXI,2017,300000,27000,Petrol,Individual,Manual,First Owner,Van,24.7,796,59,5
6777,Maruti Baleno Alpha 1.3,2017,650000,35000,Diesel,Individual,Manual,Second Owner,Sedan,27.39,1248,134,5
6778,Maruti A-Star Vxi,2014,250000,40000,Petrol,Individual,Manual,First Owner,MUV/SUV,19,998,88,5
6779,Maruti Alto 800 LXI,2014,200000,40000,Petrol,Individual,Manual,Third Owner,Wagon,22.74,796,58,5
6780,Mahindra Scorpio S10 7 Seater,2015,950000,75262,Diesel,Individual,Manual,First Owner,Coupe,15.4,2179,293,7
6781,Tata Indigo eCS LX BSIV,2012,200000,120000,Diesel,Individual,Manual,First Owner,Hatchback,23.03,1396,158,5
6782,Hyundai EON 1.0 Era Plus,2016,276000,60000,Petrol,Individual,Manual,First Owner,Convertible,20.3,998,115,5
6783,Hyundai EON Magna Plus,2014,250000,40000,Petrol,Individual,Manual,First Owner,Sedan,21.1,814,63,5
6784,Maruti Alto LX,2008,95000,80000,Petrol,Individual,Manual,Second Owner,Coupe,19.7,796,60,5
6785,Tata Indigo CR4,2011,200000,70000,Diesel,Individual,Manual,Second Owner,Van,23.57,1396,155,5
6786,Hyundai Verna 1.6 SX,2012,450000,100000,Diesel,Individual,Manual,Second Owner,Sedan,22.32,1582,165,5
6787,Mahindra XUV500 W6 2WD,2013,900000,18000,Diesel,Individual,Manual,First Owner,Convertible,15.1,2179,293,7
6788,Tata Indigo CS LX (TDI) BS III,2010,200000,175000,Diesel,Individual,Manual,First Owner,Sedan,19.09,1396,151,5
6789,Hyundai i10 Sportz,2010,200000,70000,Petrol,Individual,Manual,Second Owner,Wagon,20.36,1197,99,5
6790,Mahindra Bolero 2011-2019 SLE,2011,370000,91863,Diesel,Individual,Manual,Second Owner,Hatchback,15.96,2523,364,7
6791,Tata Indigo CS GLX BS III,2008,250000,100000,Petrol,Individual,Manual,First Owner,Jeep,15.2,1193,109,5
6792,Renault KWID RXT,2016,290000,10000,Petrol,Individual,Manual,First Owner,Van,25.17,799,56,5
6793,Maruti Ertiga SHVS VDI,2018,900000,35000,Diesel,Individual,Manual,First Owner,Convertible,24.52,1248,171,7
6794,Ford Figo Diesel Celebration Edition,2013,325000,120000,Diesel,Individual,Manual,Second Owner,Hatchback,20,1399,156,5
6795,Hyundai Grand i10 Magna,2016,425000,30000,Petrol,Individual,Manual,First Owner,Van,18.9,1197,113,5
6796,Renault KWID RXT,2016,315000,60000,Petrol,Individual,Manual,First Owner,Convertible,25.17,799,58,5
6797,Maruti Alto K10 VXI,2014,300000,70000,Petrol,Individual,Manual,First Owner,MUV/SUV,23.95,998,98,5
6798,Hyundai i10 Sportz,2013,325000,70000,Petrol,Individual,Manual,Second Owner,MUV/SUV,20.36,1197,106,5
6799,Hyundai Creta 1.4 CRDi S,2016,900000,130000,Diesel,Individual,Manual,First Owner,MUV/SUV,21.38,1396,200,5
6800,Hyundai Creta 1.4 CRDi S Plus,2016,950000,133000,Diesel,Individual,Manual,First Owner,Coupe,21.38,1396,179,5
6801,Volkswagen Vento Diesel Trendline,2010,320000,120000,Diesel,Individual,Manual,Third Owner,Wagon,20.54,1598,208,5
6802,Volkswagen Ameo 1.0 MPI Trendline,2019,500000,20000,Petrol,Individual,Manual,First Owner,Coupe,19.44,999,84,5
6803,Ford Figo Petrol LXI,2012,290000,25000,Petrol,Individual,Manual,First Owner,Sedan,15.6,1196,113,5
6804,Tata Nano Lx BSIV,2012,60000,90000,Petrol,Individual,Manual,First Owner,Wagon,25.4,624,47,4
6805,Maruti A-Star Vxi,2009,120000,140000,Petrol,Individual,Manual,Third Owner,MUV/SUV,19,998,94,5
6806,Honda City i-DTEC VX,2017,850000,103000,Diesel,Dealer,Manual,First Owner,MUV/SUV,25.6,1498,135,5
6807,Toyota Innova Crysta 2.4 GX MT BSIV,2017,1750000,23000,Diesel,Dealer,Manual,First Owner,Jeep,13.68,2393,298,7
6808,Honda City i DTEC V,2015,600000,128000,Diesel,Dealer,Manual,First Owner,Sedan,26,1498,140,5
6809,Volkswagen Polo 1.5 TDI Highline,2015,620000,33000,Diesel,Individual,Manual,First Owner,Sedan,20.14,1498,143,5
6810,Maruti Alto LXi BSIII,2009,150000,70000,Petrol,Individual,Manual,Second Owner,Sedan,19.7,796,53,5
6811,Tata Indigo Grand Petrol,2008,135000,40000,Petrol,Individual,Manual,Fourth & Above Owner,Van,12.85,1396,143,5
6812,Tata Indica Vista Terra 1.4 TDI,2011,200000,80000,Diesel,Individual,Manual,First Owner,Van,17,1405,136,5
6813,Maruti Ciaz ZDi,2015,730000,70000,Diesel,Individual,Manual,First Owner,Coupe,26.21,1248,162,5
6814,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,800000,100000,Diesel,Individual,Manual,First Owner,Coupe,12.99,2494,271,8
6815,Mahindra Xylo E8,2009,300000,90000,Diesel,Individual,Manual,Second Owner,Van,14,2498,322,8
6816,Ford Figo Diesel Titanium,2012,190000,112000,Diesel,Individual,Manual,Second Owner,Sedan,20,1399,148,5
